bitscore,evalue,gapopen,identification,length,mismatch,pident,qend,qlen,qseqid,qstart,qtitle,send,slen,sseqid,sstart,stitle
25.0,5.77e-05,0,363193382,21,9,57.1,95,151,A00953:711:H3W2YDSX7:4:2325:2347:9126,33,A00953:711:H3W2YDSX7:4:2325:2347:9126,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,4.38e-05,0,363193382,21,9,57.1,88,151,A00953:711:H3W2YDSX7:4:2511:17725:25488,150,A00953:711:H3W2YDSX7:4:2511:17725:25488,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363193382,21,9,57.1,110,151,A00953:711:H3W2YDSX7:4:2653:20012:17018,48,A00953:711:H3W2YDSX7:4:2653:20012:17018,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.68e-05,0,363134064,16,6,62.5,90,151,A00953:711:H3W2YDSX7:4:1120:24062:7529,43,A00953:711:H3W2YDSX7:4:1120:24062:7529,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
70.5,3.97e-21,0,363134064,48,14,70.8,149,151,A00953:711:H3W2YDSX7:4:1429:4481:32550,6,A00953:711:H3W2YDSX7:4:1429:4481:32550,268,374,WP_003492354.1,221,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.23e-05,0,363134064,16,6,62.5,118,130,A00953:711:H3W2YDSX7:4:1462:12002:8375,71,A00953:711:H3W2YDSX7:4:1462:12002:8375,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
36.6,4.26e-09,2,363134064,43,19,51.2,134,151,A00953:711:H3W2YDSX7:4:1663:15356:7607,6,A00953:711:H3W2YDSX7:4:1663:15356:7607,296,374,WP_003492354.1,256,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.8,3.05e-05,0,363134064,16,6,62.5,146,151,A00953:711:H3W2YDSX7:4:2328:10954:7059,99,A00953:711:H3W2YDSX7:4:2328:10954:7059,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.22e-05,0,363134064,16,6,62.5,129,151,A00953:711:H3W2YDSX7:4:2537:25608:31187,82,A00953:711:H3W2YDSX7:4:2537:25608:31187,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.68e-05,0,363134064,16,6,62.5,14,151,A00953:711:H3W2YDSX7:4:2613:12463:9925,61,A00953:711:H3W2YDSX7:4:2613:12463:9925,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
27.7,3.21e-06,0,363134064,16,6,62.5,94,107,A00953:711:H3W2YDSX7:4:2653:29026:26209,47,A00953:711:H3W2YDSX7:4:2653:29026:26209,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.22e-05,0,363134064,16,6,62.5,11,151,A00953:711:H3W2YDSX7:4:2657:22435:20369,58,A00953:711:H3W2YDSX7:4:2657:22435:20369,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.8,3.18e-05,0,363134064,16,6,62.5,151,151,A00953:711:H3W2YDSX7:4:1134:24397:27806,104,A00953:711:H3W2YDSX7:4:1134:24397:27806,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
51.6,2.11e-14,0,363134064,48,26,45.8,2,151,A00953:711:H3W2YDSX7:4:1429:4481:32550,145,A00953:711:H3W2YDSX7:4:1429:4481:32550,339,374,WP_003492354.1,292,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.23e-05,0,363134064,16,6,62.5,13,130,A00953:711:H3W2YDSX7:4:1462:12002:8375,60,A00953:711:H3W2YDSX7:4:1462:12002:8375,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.8,3.18e-05,0,363134064,16,6,62.5,5,151,A00953:711:H3W2YDSX7:4:1512:29170:14653,52,A00953:711:H3W2YDSX7:4:1512:29170:14653,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.17e-05,1,363134064,30,11,46.7,146,151,A00953:711:H3W2YDSX7:4:2106:16758:33927,72,A00953:711:H3W2YDSX7:4:2106:16758:33927,64,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.8,2.22e-05,0,363134064,16,6,62.5,125,130,A00953:711:H3W2YDSX7:4:2117:17969:13291,78,A00953:711:H3W2YDSX7:4:2117:17969:13291,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.22e-05,0,363134064,16,6,62.5,16,151,A00953:711:H3W2YDSX7:4:2145:14217:12148,63,A00953:711:H3W2YDSX7:4:2145:14217:12148,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.2,2.31e-05,0,363134064,16,6,62.5,8,151,A00953:711:H3W2YDSX7:4:2164:18295:1391,55,A00953:711:H3W2YDSX7:4:2164:18295:1391,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.8,3.18e-05,0,363134064,16,6,62.5,4,151,A00953:711:H3W2YDSX7:4:2177:6614:27445,51,A00953:711:H3W2YDSX7:4:2177:6614:27445,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.22e-05,0,363134064,16,6,62.5,129,151,A00953:711:H3W2YDSX7:4:2306:14461:22498,82,A00953:711:H3W2YDSX7:4:2306:14461:22498,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.22e-05,0,363134064,16,6,62.5,23,151,A00953:711:H3W2YDSX7:4:2328:10954:7059,70,A00953:711:H3W2YDSX7:4:2328:10954:7059,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.6,1.68e-05,0,363134064,16,6,62.5,14,151,A00953:711:H3W2YDSX7:4:2431:5855:35524,61,A00953:711:H3W2YDSX7:4:2431:5855:35524,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
26.9,1.22e-05,0,363134064,16,6,62.5,23,151,A00953:711:H3W2YDSX7:4:2558:20166:20635,70,A00953:711:H3W2YDSX7:4:2558:20166:20635,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
27.7,3.21e-06,0,363134064,16,6,62.5,14,107,A00953:711:H3W2YDSX7:4:2653:29026:26209,61,A00953:711:H3W2YDSX7:4:2653:29026:26209,50,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.8,3.18e-05,0,363132159,21,11,47.6,64,151,A00953:711:H3W2YDSX7:4:1427:16080:36573,126,A00953:711:H3W2YDSX7:4:1427:16080:36573,222,374,WP_003492354.1,202,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132159,21,9,57.1,40,151,A00953:711:H3W2YDSX7:4:1433:8422:18521,102,A00953:711:H3W2YDSX7:4:1433:8422:18521,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132159,21,9,57.1,76,151,A00953:711:H3W2YDSX7:4:1463:2401:11287,14,A00953:711:H3W2YDSX7:4:1463:2401:11287,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132159,21,9,57.1,118,151,A00953:711:H3W2YDSX7:4:1632:9507:25034,56,A00953:711:H3W2YDSX7:4:1632:9507:25034,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132159,21,9,57.1,114,151,A00953:711:H3W2YDSX7:4:2103:22173:35321,52,A00953:711:H3W2YDSX7:4:2103:22173:35321,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132159,21,9,57.1,65,151,A00953:711:H3W2YDSX7:4:2208:31123:26271,127,A00953:711:H3W2YDSX7:4:2208:31123:26271,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132159,21,9,57.1,76,151,A00953:711:H3W2YDSX7:4:2220:1768:3458,14,A00953:711:H3W2YDSX7:4:2220:1768:3458,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132159,21,9,57.1,53,151,A00953:711:H3W2YDSX7:4:2311:13729:28870,115,A00953:711:H3W2YDSX7:4:2311:13729:28870,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132159,21,9,57.1,109,151,A00953:711:H3W2YDSX7:4:2358:18258:10598,47,A00953:711:H3W2YDSX7:4:2358:18258:10598,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
23.5,0.000208,0,363132159,20,8,60.0,12,151,A00953:711:H3W2YDSX7:4:2459:8151:22373,71,A00953:711:H3W2YDSX7:4:2459:8151:22373,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132159,21,9,57.1,118,151,A00953:711:H3W2YDSX7:4:2632:4562:24330,56,A00953:711:H3W2YDSX7:4:2632:4562:24330,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
23.1,0.000286,0,363132159,20,8,60.0,6,151,A00953:711:H3W2YDSX7:4:1360:30436:31438,65,A00953:711:H3W2YDSX7:4:1360:30436:31438,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132159,21,9,57.1,8,151,A00953:711:H3W2YDSX7:4:1367:5348:3646,70,A00953:711:H3W2YDSX7:4:1367:5348:3646,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363132159,21,9,57.1,13,151,A00953:711:H3W2YDSX7:4:1427:3278:34225,75,A00953:711:H3W2YDSX7:4:1427:3278:34225,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
27.7,6.47e-06,0,363132159,21,8,61.9,79,151,A00953:711:H3W2YDSX7:4:2141:26078:15342,17,A00953:711:H3W2YDSX7:4:2141:26078:15342,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
50.1,7.4e-14,0,363132159,41,20,51.2,124,151,A00953:711:H3W2YDSX7:4:2241:17535:10911,2,A00953:711:H3W2YDSX7:4:2241:17535:10911,374,374,WP_003492354.1,334,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
45.1,2.68e-12,0,363132272,35,19,45.7,115,118,A00953:711:H3W2YDSX7:4:1558:28348:34710,11,A00953:711:H3W2YDSX7:4:1558:28348:34710,346,374,WP_003492354.1,312,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
63.5,1.24e-18,0,363132272,50,24,52.0,150,151,A00953:711:H3W2YDSX7:4:2338:4833:27680,1,A00953:711:H3W2YDSX7:4:2338:4833:27680,369,374,WP_003492354.1,320,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
38.1,1.21e-09,0,363132272,23,8,65.2,71,151,A00953:711:H3W2YDSX7:4:2357:17228:25535,3,A00953:711:H3W2YDSX7:4:2357:17228:25535,270,374,WP_003492354.1,248,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
57.0,2.61e-16,1,363132272,47,19,57.4,142,151,A00953:711:H3W2YDSX7:4:2512:19533:10457,2,A00953:711:H3W2YDSX7:4:2512:19533:10457,83,374,WP_003492354.1,38,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
45.1,2.68e-12,0,363132272,35,19,45.7,4,118,A00953:711:H3W2YDSX7:4:1558:28348:34710,108,A00953:711:H3W2YDSX7:4:1558:28348:34710,346,374,WP_003492354.1,312,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
45.1,4.38e-12,0,363132272,38,19,50.0,2,151,A00953:711:H3W2YDSX7:4:2149:25509:20650,115,A00953:711:H3W2YDSX7:4:2149:25509:20650,54,374,WP_003492354.1,17,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
36.6,4.45e-09,0,363132272,26,10,61.5,4,151,A00953:711:H3W2YDSX7:4:2439:24252:11303,81,A00953:711:H3W2YDSX7:4:2439:24252:11303,174,374,WP_003492354.1,149,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
62.8,2.33e-18,0,363134033,50,24,52.0,2,151,A00953:711:H3W2YDSX7:4:1130:19759:9283,151,A00953:711:H3W2YDSX7:4:1130:19759:9283,81,374,WP_003492354.1,32,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.6,7.95e-05,0,363134033,20,8,60.0,149,151,A00953:711:H3W2YDSX7:4:1335:13214:24690,90,A00953:711:H3W2YDSX7:4:1335:13214:24690,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
47.0,8.72e-13,0,363134033,48,24,50.0,149,151,A00953:711:H3W2YDSX7:4:1409:7545:7701,6,A00953:711:H3W2YDSX7:4:1409:7545:7701,174,374,WP_003492354.1,127,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
65.5,2.56e-19,0,363134033,50,23,54.0,150,151,A00953:711:H3W2YDSX7:4:1431:25039:34741,1,A00953:711:H3W2YDSX7:4:1431:25039:34741,374,374,WP_003492354.1,325,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
47.4,6.66e-13,0,363134033,40,20,50.0,1,151,A00953:711:H3W2YDSX7:4:1472:14769:17268,120,A00953:711:H3W2YDSX7:4:1472:14769:17268,56,374,WP_003492354.1,17,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
68.9,1.48e-20,0,363134033,49,22,55.1,2,151,A00953:711:H3W2YDSX7:4:1526:26133:6699,148,A00953:711:H3W2YDSX7:4:1526:26133:6699,78,374,WP_003492354.1,30,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
57.0,2.5e-16,0,363134033,49,23,53.1,3,151,A00953:711:H3W2YDSX7:4:1629:19425:31407,149,A00953:711:H3W2YDSX7:4:1629:19425:31407,271,374,WP_003492354.1,223,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
55.1,1.25e-15,1,363134033,46,22,50.0,14,151,A00953:711:H3W2YDSX7:4:2244:4815:32503,151,A00953:711:H3W2YDSX7:4:2244:4815:32503,83,374,WP_003492354.1,39,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
48.9,1.9e-13,1,363134033,47,22,51.1,11,151,A00953:711:H3W2YDSX7:4:2319:5620:16767,151,A00953:711:H3W2YDSX7:4:2319:5620:16767,91,374,WP_003492354.1,46,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
44.3,8.21e-12,0,363134033,47,25,46.8,147,151,A00953:711:H3W2YDSX7:4:2411:29478:26616,7,A00953:711:H3W2YDSX7:4:2411:29478:26616,188,374,WP_003492354.1,142,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363134033,21,9,57.1,114,151,A00953:711:H3W2YDSX7:4:2519:12310:31829,52,A00953:711:H3W2YDSX7:4:2519:12310:31829,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
65.1,3.51e-19,0,363134033,50,23,54.0,151,151,A00953:711:H3W2YDSX7:4:2636:13982:1971,2,A00953:711:H3W2YDSX7:4:2636:13982:1971,371,374,WP_003492354.1,322,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
24.6,8.3e-05,0,363134033,20,8,60.0,91,151,A00953:711:H3W2YDSX7:4:1132:21866:5791,32,A00953:711:H3W2YDSX7:4:1132:21866:5791,99,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.0,5.41e-11,0,363134033,44,24,45.5,148,151,A00953:711:H3W2YDSX7:4:1159:5394:32158,17,A00953:711:H3W2YDSX7:4:1159:5394:32158,192,374,WP_003492354.1,149,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
43.5,1.54e-11,0,363134033,47,25,46.8,1,151,A00953:711:H3W2YDSX7:4:1409:7545:7701,141,A00953:711:H3W2YDSX7:4:1409:7545:7701,188,374,WP_003492354.1,142,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
64.7,4.61e-19,0,363134033,49,22,55.1,149,151,A00953:711:H3W2YDSX7:4:1427:28800:9752,3,A00953:711:H3W2YDSX7:4:1427:28800:9752,370,374,WP_003492354.1,322,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
53.1,5.77e-15,1,363134033,48,23,50.0,146,151,A00953:711:H3W2YDSX7:4:1625:4435:21104,3,A00953:711:H3W2YDSX7:4:1625:4435:21104,73,374,WP_003492354.1,27,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
45.4,3.06e-12,0,363134033,39,19,51.3,24,151,A00953:711:H3W2YDSX7:4:2133:12626:13808,140,A00953:711:H3W2YDSX7:4:2133:12626:13808,272,374,WP_003492354.1,234,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
53.9,3.08e-15,0,363134033,41,17,58.5,27,151,A00953:711:H3W2YDSX7:4:2174:2338:21887,149,A00953:711:H3W2YDSX7:4:2174:2338:21887,271,374,WP_003492354.1,231,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
56.6,3.57e-16,1,363134033,45,18,57.8,135,151,A00953:711:H3W2YDSX7:4:2319:5620:16767,1,A00953:711:H3W2YDSX7:4:2319:5620:16767,73,374,WP_003492354.1,30,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
68.2,2.79e-20,0,363134033,49,22,55.1,5,151,A00953:711:H3W2YDSX7:4:2538:4309:19257,151,A00953:711:H3W2YDSX7:4:2538:4309:19257,83,374,WP_003492354.1,35,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
45.8,2.34e-12,0,363134033,44,24,45.5,7,151,A00953:711:H3W2YDSX7:4:2552:3694:25363,138,A00953:711:H3W2YDSX7:4:2552:3694:25363,192,374,WP_003492354.1,149,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,5.77e-05,0,363134033,21,9,57.1,51,151,A00953:711:H3W2YDSX7:4:2557:7762:18067,113,A00953:711:H3W2YDSX7:4:2557:7762:18067,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
36.6,2.84e-09,0,363130496,39,19,51.3,3,124,A00953:711:H3W2YDSX7:4:1230:27850:35884,119,A00953:711:H3W2YDSX7:4:1230:27850:35884,168,374,WP_003492354.1,130,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.7,2.89e-11,0,363130496,44,22,50.0,133,151,A00953:711:H3W2YDSX7:4:1267:24650:5478,2,A00953:711:H3W2YDSX7:4:1267:24650:5478,296,374,WP_003492354.1,253,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.7,2.89e-11,0,363130496,44,22,50.0,133,151,A00953:711:H3W2YDSX7:4:1267:32307:24846,2,A00953:711:H3W2YDSX7:4:1267:32307:24846,296,374,WP_003492354.1,253,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
37.7,1.38e-09,0,363130496,21,7,66.7,135,137,A00953:711:H3W2YDSX7:4:1310:19126:29168,73,A00953:711:H3W2YDSX7:4:1310:19126:29168,46,374,WP_003492354.1,26,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
55.1,1.2e-15,1,363130496,41,16,58.5,6,151,A00953:711:H3W2YDSX7:4:1341:5394:34695,128,A00953:711:H3W2YDSX7:4:1341:5394:34695,69,374,WP_003492354.1,30,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.7,2.76e-11,0,363130496,36,18,50.0,110,151,A00953:711:H3W2YDSX7:4:1448:7446:19366,3,A00953:711:H3W2YDSX7:4:1448:7446:19366,374,374,WP_003492354.1,339,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.0,5.41e-11,0,363130496,32,14,56.3,56,151,A00953:711:H3W2YDSX7:4:1452:16315:25927,151,A00953:711:H3W2YDSX7:4:1452:16315:25927,374,374,WP_003492354.1,343,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
45.1,4.38e-12,0,363130496,38,19,50.0,38,151,A00953:711:H3W2YDSX7:4:1466:15085:26991,151,A00953:711:H3W2YDSX7:4:1466:15085:26991,374,374,WP_003492354.1,337,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
41.2,1.01e-10,0,363130496,31,14,54.8,58,151,A00953:711:H3W2YDSX7:4:1468:32786:5666,150,A00953:711:H3W2YDSX7:4:1468:32786:5666,374,374,WP_003492354.1,344,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
43.5,9.85e-12,0,363130496,35,17,51.4,116,123,A00953:711:H3W2YDSX7:4:1477:2130:36151,12,A00953:711:H3W2YDSX7:4:1477:2130:36151,50,374,WP_003492354.1,16,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.7,2.89e-11,2,363130496,48,23,47.9,4,151,A00953:711:H3W2YDSX7:4:1523:15628:3756,147,A00953:711:H3W2YDSX7:4:1523:15628:3756,298,374,WP_003492354.1,253,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
44.7,6e-12,0,363130496,39,20,48.7,35,151,A00953:711:H3W2YDSX7:4:1543:14253:25770,151,A00953:711:H3W2YDSX7:4:1543:14253:25770,272,374,WP_003492354.1,234,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
47.8,2.6e-13,0,363130496,29,10,65.5,1,110,A00953:711:H3W2YDSX7:4:1546:1714:14920,87,A00953:711:H3W2YDSX7:4:1546:1714:14920,58,374,WP_003492354.1,30,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
57.4,1.4e-16,0,363130496,41,20,51.2,7,131,A00953:711:H3W2YDSX7:4:1607:5692:26036,129,A00953:711:H3W2YDSX7:4:1607:5692:26036,357,374,WP_003492354.1,317,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
56.6,3.42e-16,0,363130496,46,22,52.2,12,151,A00953:711:H3W2YDSX7:4:1621:4906:5979,149,A00953:711:H3W2YDSX7:4:1621:4906:5979,374,374,WP_003492354.1,329,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.0,6.03e-05,0,363130496,21,9,57.1,46,151,A00953:711:H3W2YDSX7:4:1633:32154:27054,108,A00953:711:H3W2YDSX7:4:1633:32154:27054,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.4,3.51e-05,0,363130496,21,9,57.1,49,135,A00953:711:H3W2YDSX7:4:1649:7618:15499,111,A00953:711:H3W2YDSX7:4:1649:7618:15499,100,374,WP_003492354.1,80,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
57.0,1.76e-16,0,363130496,41,21,48.8,1,123,A00953:711:H3W2YDSX7:4:1657:4227:2738,123,A00953:711:H3W2YDSX7:4:1657:4227:2738,67,374,WP_003492354.1,27,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
42.4,3.95e-11,0,363130496,42,20,52.4,2,151,A00953:711:H3W2YDSX7:4:1658:17707:20666,127,A00953:711:H3W2YDSX7:4:1658:17707:20666,168,374,WP_003492354.1,127,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
25.8,1.57e-05,0,363130496,15,4,73.3,59,107,A00953:711:H3W2YDSX7:4:1668:23285:27821,103,A00953:711:H3W2YDSX7:4:1668:23285:27821,261,374,WP_003492354.1,247,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
59.3,3.96e-17,0,363130496,49,24,51.0,4,151,A00953:711:H3W2YDSX7:4:2140:4417:19695,150,A00953:711:H3W2YDSX7:4:2140:4417:19695,66,374,WP_003492354.1,18,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
53.9,3.21e-15,1,363130496,46,20,54.3,2,151,A00953:711:H3W2YDSX7:4:2155:31675:19053,139,A00953:711:H3W2YDSX7:4:2155:31675:19053,67,374,WP_003492354.1,23,WP_003492354.1 MULTISPECIES: phenyllactyl-CoA dehydratase subunit FldC [Clostridium]
