#OTU ID	14748.MOUSE34.CAGE16.FSPFB6.S15	14748.MOUSE10.CAGE3.FSPF3XTG.S15	14748.MOUSE17.CAGE1.FSPF3XTG.S15	14748.MOUSE13.CAGE6.FSPFB6.S15	14748.MOUSE14.CAGE6.FSPFB6.S15	14748.MOUSE33.CAGE12.FSPF3XTG.S15	14748.MOUSE9.CAGE3.FSPF3XTG.S15	14748.MOUSE35.CAGE16.FSPFB6.S15	14748.MOUSE50.CAGE50.FSPF3XTG.S7	14748.MOUSE56.CAGE53.FSPF3XTG.S7	14748.MOUSE53.CAGE50.FSPF3XTG.S7	14748.MOUSE58.CAGE53.FSPF3XTG.S7	14748.MOUSE19.CAGE2.FSPF3XTG.S15	14748.MOUSE51.CAGE50.FSPF3XTG.S7	14748.MOUSE59.CAGE54.FSPFB6.S7	14748.MOUSE60.CAGE54.FSPFB6.S7	14748.MOUSE89.CAGE22.FSPF3XTG.S12	14748.MOUSE32.CAGE12.FSPF3XTG.S15	14748.MOUSE87.CAGE21.FSPF3XTG.S12	14748.MOUSE11.CAGE6.FSPFB6.S15	14748.MOUSE18.CAGE1.FSPF3XTG.S15	14748.MOUSE54.CAGE50.FSPF3XTG.S7	14748.MOUSE106.CAGE70.MSPF3XTG.S7	14748.MOUSE117.CAGE62.FSPF3XTG.S7	14748.MOUSE55.CAGE53.FSPF3XTG.S7	14748.MOUSE116.CAGE62.FSPF3XTG.S7	14748.MOUSE105.CAGE69.MSPF3XTG.S7	14748.MOUSE72.CAGE20.FSPF3XTG.S12	14748.MOUSE126.CAGE40.MSPF3XTG.S12	14748.MOUSE90.CAGE22.FSPF3XTG.S12	14748.MOUSE79.CAGE27.FSPFB6.S12	14748.MOUSE77.CAGE27.FSPFB6.S12	14748.MOUSE88.CAGE21.FSPF3XTG.S12	14748.MOUSE61.CAGE54.FSPFB6.S7	14748.MOUSE102.CAGE68.MSPF3XTG.S7	14748.MOUSE104.CAGE69.MSPF3XTG.S7	14748.MOUSE78.CAGE27.FSPFB6.S12	14748.MOUSE113.CAGE74.MSPFB6.S7	14748.MOUSE110.CAGE74.MSPFB6.S7	14748.MOUSE80.CAGE27.FSPFB6.S12	14748.MOUSE81.CAGE27.FSPFB6.S12	14748.MOUSE137.CAGE46.MSPFB6.S12	14748.MOUSE103.CAGE68.MSPF3XTG.S7	14748.MOUSE134.CAGE45.MSPFB6.S12	14748.MOUSE111.CAGE74.MSPFB6.S7	14748.MOUSE115.CAGE62.FSPF3XTG.S7	14748.MOUSE132.CAGE42.MSPF3XTG.S12	14748.MOUSE130.CAGE41.MSPF3XTG.S12	14748.MOUSE143.CAGE66.FSPFB6.S12	14748.MOUSE144.CAGE66.FSPFB6.S12	14748.MOUSE84.CAGE20.FSPF3XTG.S12	14748.MOUSE145.CAGE66.FSPFB6.S12	14748.MOUSE138.CAGE46.MSPFB6.S12	14748.MOUSE36.CAGE16.FSPFB6.S15	14748.MOUSE16.CAGE7.FSPFB6.S15	14748.MOUSE12.CAGE6.FSPFB6.S15	14748.MOUSE108.CAGE73.MSPFB6.S7	14748.MOUSE128.CAGE41.MSPF3XTG.S12	14748.MOUSE127.CAGE40.MSPF3XTG.S12	14748.MOUSE52.CAGE50.FSPF3XTG.S7	14748.MOUSE15.CAGE7.FSPFB6.S15	14748.MOUSE85.CAGE20.FSPF3XTG.S12	14748.MOUSE139.CAGE46.MSPFB6.S12	14748.MOUSE107.CAGE70.MSPF3XTG.S7	14748.MOUSE129.CAGE41.MSPF3XTG.S12	14748.MOUSE109.CAGE73.MSPFB6.S7	14748.MOUSE141.CAGE47.MSPFB6.S12	14748.MOUSE140.CAGE47.MSPFB6.S12	14748.MOUSE86.CAGE21.FSPF3XTG.S12	14748.MOUSE112.CAGE74.MSPFB6.S7	14748.MOUSE114.CAGE74.MSPFB6.S7	14748.MOUSE135.CAGE45.MSPFB6.S12	14748.MOUSE136.CAGE45.MSPFB6.S12	14748.MOUSE133.CAGE42.MSPF3XTG.S12	14748.MOUSE131.CAGE42.MSPF3XTG.S12
"K00086 -  dhaT; 1,3-propanediol dehydrogenase [EC:1.1.1.202]"	0	0	3	4	9	13	2	0	9	3	7	205	0	0	0	15	16	0	12	0	0	39	0	1	235	0	39	39	7	1	0	0	42	100	26	9	0	0	0	12	93	0	18	0	0	0	38	0	0	0	0	0	6	8	0	0	0	44	0	34	2	33	0	2	0	0	5	4	6	0	0	1	18	8	38
"K00087 -  ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]"	0	0	0	2	2	120	0	0	0	4	0	20	0	0	4	6	0	0	0	4	0	0	0	0	18	0	2	2	1	0	2	1	0	4	0	2	2	2	0	0	9	0	9	0	6	0	9	0	0	0	4	0	25	0	0	0	0	5	0	0	0	0	2	0	0	0	4	0	0	2	0	0	4	0	57
"K00088 -  IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]"	120	817	1391	1050	919	625	1506	150	476	640	1498	1814	85	689	828	1186	1342	0	1630	804	1362	1483	0	68	2926	932	1621	1366	2486	48	484	961	1239	2253	1726	197	318	791	887	794	1208	0	640	1366	2281	1577	1650	0	0	1020	417	1568	2105	460	1025	820	675	1035	1138	1308	1739	1346	1667	2823	22	357	3196	1869	1016	538	1040	1790	1307	2814	5034
K00090 -  ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	52
"K00094 -  E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]"	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
"K00096 -  araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]"	133	318	1104	311	203	7	1202	176	384	406	975	1038	63	324	778	1151	863	0	933	84	972	748	2	65	1513	886	1122	793	1731	34	154	320	239	1810	246	96	55	223	339	99	321	2	350	1298	434	1145	446	0	0	784	272	1305	865	400	569	124	422	842	689	508	1200	661	930	1945	6	182	1451	1615	10	180	541	1779	1138	2850	428
K00097 -  pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	0	0	0	0	0	81	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
K00098 -  idnD; L-idonate 5-dehydrogenase [EC:1.1.1.264]	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00099 -  dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	88	527	1170	905	1012	202	1359	115	284	730	1004	1120	59	529	736	1117	1489	0	2401	824	1128	1250	1	65	2690	681	1049	1163	2064	79	483	1148	1249	1643	2987	157	236	795	1276	672	1005	0	509	995	2073	1264	1320	0	0	982	304	1053	1481	343	1088	985	586	682	1140	831	1831	691	1244	2249	16	306	2046	1491	531	606	955	1226	914	2154	3912
K00101 -  lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00102 -  LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00104 -  glcD; glycolate oxidase [EC:1.1.3.15]	0	6	4	29	41	97	45	0	0	33	1	153	0	0	32	25	0	0	50	16	15	26	0	0	37	0	4	76	0	1	8	78	6	56	168	3	31	56	18	335	508	0	10	34	901	2	70	0	0	36	0	183	189	0	6	0	32	4	8	2	30	18	34	114	1	16	103	476	145	17	8	55	34	22	651
K00105 -  E1.1.3.21; alpha-glycerophosphate oxidase [EC:1.1.3.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
"K00108 -  betA, CHDH; choline dehydrogenase [EC:1.1.99.1]"	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	46	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
"K00111 -  glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]"	81	312	973	363	307	452	1180	111	436	367	579	1016	56	387	494	734	834	0	1060	190	834	913	0	94	1509	603	1119	753	1205	30	231	460	807	1018	1025	101	61	368	373	154	291	1	469	927	1339	1027	1425	0	0	634	256	1003	1100	357	439	196	365	794	682	911	810	668	911	1856	16	177	1560	1715	572	268	539	1234	903	1745	2783
K00112 -  glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	62	206	410	145	179	121	533	50	185	252	439	408	34	239	298	469	415	1	477	126	454	435	0	38	914	301	477	503	793	18	185	213	123	736	312	61	37	111	233	51	111	0	173	555	188	611	822	0	0	443	68	611	427	127	279	118	218	324	411	283	551	290	575	1037	3	140	531	734	36	73	248	793	525	1230	1111
K00113 -  glpC; glycerol-3-phosphate dehydrogenase subunit C	42	189	414	133	133	87	530	50	145	208	348	394	21	221	257	355	331	1	557	87	412	455	0	58	790	423	379	474	896	21	140	224	136	709	325	61	33	114	227	49	143	0	170	522	168	528	844	0	0	325	127	511	390	157	262	106	267	427	366	188	488	252	677	992	1	142	396	880	28	122	275	623	529	1358	1590
K00114 -  exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00116 -  mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]	0	2	0	0	0	91	6	0	6	0	0	4	0	0	0	0	0	0	2	0	0	40	0	0	5	0	4	2	2	0	0	0	8	0	16	15	0	0	2	0	0	0	9	0	0	4	83	0	0	0	2	0	38	0	0	0	1	4	0	2	0	23	0	10	0	0	0	0	190	0	0	0	1	2	238
K00117 -  gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]	0	0	0	0	0	120	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	64
"K00121 -  frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]"	0	0	0	0	0	66	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	33
"K00123 -  fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]"	6	4	2	36	7	16	2	3	8	10	8	77	0	2	0	0	7	0	0	0	8	2	0	0	76	0	8	8	9	4	0	4	11	0	22	5	2	29	3	0	26	0	9	1	178	2	37	0	0	2	2	34	29	12	4	0	2	10	11	23	1	10	7	4	0	2	6	1	15	27	7	0	45	0	178
"K00124 -  fdoH, fdsB; formate dehydrogenase iron-sulfur subunit"	0	53	11	2	6	222	45	0	22	7	11	21	1	16	0	4	96	0	100	13	36	63	0	2	34	21	54	64	144	9	28	7	248	14	160	26	2	10	15	11	5	0	131	2	10	27	933	0	0	30	58	23	77	0	8	16	15	59	50	14	7	95	6	138	4	20	1	9	41	16	1	6	2	70	1639
K00125 -  fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	0	1	1	9	4	8	5	2	3	0	0	26	0	2	4	4	3	0	4	0	13	2	0	0	8	2	10	4	5	0	2	2	1	9	4	6	7	0	0	12	29	0	8	0	4	2	28	0	0	6	11	12	2	0	2	0	0	12	0	2	18	3	2	0	0	3	0	2	55	4	0	0	2	5	16
"K00127 -  fdoI, fdsG; formate dehydrogenase subunit gamma"	0	56	0	9	3	96	39	1	12	9	5	26	1	12	3	14	56	0	70	18	17	71	0	4	65	8	44	48	112	4	29	10	154	21	177	39	0	13	20	3	2	0	97	2	34	23	652	0	0	9	48	14	16	3	2	9	9	37	39	21	11	70	2	130	0	9	3	4	103	12	9	6	4	50	934
K00128 -  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00130 -  betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]"	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	52
K00131 -  gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K00132 -  E1.2.1.10; acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	0	1	0	2	2	4	4	0	0	11	0	27	0	2	2	0	0	0	8	0	7	6	0	0	12	0	33	2	0	1	6	2	2	6	4	5	11	0	0	0	33	0	6	0	3	0	6	0	0	2	3	6	7	0	2	2	1	2	4	0	2	2	2	3	1	2	7	3	52	0	5	6	14	0	4
K00133 -  asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	89	687	1247	1059	973	651	1418	130	396	685	1155	1207	79	598	715	1071	1472	0	2169	887	1251	1280	1	90	2765	726	1352	1204	1924	65	501	1077	1267	1634	2831	198	230	739	1209	613	920	0	520	969	1991	1235	1388	0	0	991	307	1174	1798	401	1036	913	621	871	1044	1187	1628	966	1390	2362	23	349	2864	1406	716	527	874	1423	964	2171	4371
"K00134 -  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]"	57	734	954	831	961	807	1020	84	342	518	973	1183	40	483	504	654	1127	0	1866	875	738	1274	0	74	2030	559	1052	1022	1758	51	504	865	1270	1122	2596	181	216	609	822	688	1518	0	610	661	1826	840	1418	2	0	577	363	842	1009	256	730	935	481	1012	844	930	1302	1175	1129	1706	20	334	728	1069	668	498	622	683	562	1614	3775
K00135 -  gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	0	0	0	0	0	75	14	0	0	2	2	2	0	0	0	0	0	0	0	0	2	33	0	1	5	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	4	0	0	4	67	0	0	0	0	0	39	0	0	0	0	10	3	0	0	28	0	5	0	0	0	0	117	0	0	0	12	5	184
K00137 -  prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]	0	0	0	0	1	82	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
K00138 -  aldB; aldehyde dehydrogenase [EC:1.2.1.-]	0	0	0	0	0	111	0	0	0	7	0	72	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	22	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	70
"K00140 -  mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]"	0	0	3	1	0	0	0	2	0	0	4	6	0	0	26	2	2	0	0	0	0	0	0	0	11	0	4	0	0	0	8	0	1	12	2	4	0	0	4	0	7	0	6	0	10	0	0	0	0	0	0	4	11	0	6	0	3	2	2	0	6	2	4	0	3	4	0	0	9	2	1	0	0	2	0
K00145 -  argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	85	492	805	727	886	217	1286	112	257	811	1160	901	61	690	808	1332	1684	0	2463	864	1127	1305	1	64	3418	640	1029	1207	2190	68	523	1381	1388	1960	3597	184	335	974	1522	732	800	0	499	872	1984	1478	1457	1	0	1121	298	1167	1807	370	1117	884	661	630	1244	1067	1796	791	1366	2570	18	367	2620	1316	475	735	1032	1261	784	2381	4068
"K00146 -  feaB, tynC; phenylacetaldehyde dehydrogenase [EC:1.2.1.39]"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00147 -  proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	14	80	107	328	395	343	241	20	218	298	224	553	13	151	278	421	430	0	950	206	63	740	0	4	1602	11	266	584	596	25	299	590	983	642	1314	73	164	330	495	587	832	0	234	92	1507	417	754	0	0	486	202	417	564	213	179	260	210	239	361	711	525	343	393	796	14	132	192	465	642	283	366	114	234	471	3486
K00148 -  fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00151 -  hpaE, hpcC; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
K00154 -  E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]	0	2	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	1	0	0	0	0	0	35	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	39
K00156 -  poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	0	2	0	12	14	100	0	0	0	0	0	19	0	1	28	19	0	0	0	12	16	3	0	0	28	6	0	0	5	0	16	55	0	75	0	0	30	0	0	303	575	0	0	19	3	4	4	0	0	65	0	221	64	1	8	5	8	2	2	3	23	0	69	0	0	2	25	44	2	0	0	26	42	0	51
"K00158 -  E1.2.3.3, poxL; pyruvate oxidase [EC:1.2.3.3]"	0	0	0	0	2	0	2	0	4	0	1	1	0	0	0	2	6	0	1	0	0	12	0	0	2	0	13	9	0	0	0	0	10	4	6	4	0	0	0	3	5	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	28	0	14	0	27	0	4	0	0	0	0	4	0	0	0	1	0	6
"K00161 -  PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00162 -  PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00163 -  aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]	0	0	0	0	0	190	0	0	0	0	2	22	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	37	0	0	0	0	2	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	87
"K00164 -  OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]"	0	59	12	12	16	128	41	0	23	25	14	68	0	21	2	20	153	0	166	10	21	74	0	1	195	24	72	88	174	5	50	24	299	28	201	49	2	20	41	4	14	0	167	2	28	59	117	0	0	19	67	22	90	4	8	17	24	64	48	7	20	128	4	229	1	26	21	16	16	26	12	8	0	90	591
"K00166 -  BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"K00167 -  BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00169 -  porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	3	38	50	80	21	14	140	8	26	16	4	102	1	7	17	10	77	0	74	13	44	71	0	3	88	16	109	50	67	3	150	46	122	21	105	32	34	33	16	39	217	0	71	16	222	23	157	0	0	7	164	60	53	23	2	9	11	56	120	39	7	82	22	94	0	18	34	20	188	21	12	12	74	43	435
K00170 -  porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	1	13	36	50	18	10	48	7	12	8	1	39	1	8	9	9	58	0	55	6	14	44	0	1	49	4	104	60	65	3	51	15	107	12	112	20	7	19	21	16	68	0	69	18	159	22	159	0	0	9	80	43	49	6	11	14	10	72	33	19	11	62	11	76	6	9	14	8	120	12	8	0	37	44	363
K00171 -  porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]	2	0	0	6	0	6	5	0	0	5	1	18	0	0	1	0	2	0	3	0	2	14	0	0	17	0	5	2	0	0	19	3	5	0	2	14	2	8	0	0	4	0	3	2	29	0	25	0	0	0	12	2	3	3	0	1	0	8	4	5	0	2	2	3	0	0	0	0	52	2	2	0	16	0	72
"K00172 -  porC, porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]"	0	12	23	38	13	10	55	5	8	10	7	61	1	4	2	4	39	0	24	11	11	27	0	1	40	2	73	14	30	6	97	50	51	8	61	19	3	18	11	29	85	0	52	6	180	4	64	0	0	5	75	48	46	8	10	24	6	29	40	14	16	26	4	56	1	11	9	11	87	18	8	4	38	21	231
"K00174 -  korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]"	231	1651	3347	2707	2716	1049	3452	313	773	2043	3168	2538	227	1471	2115	3121	4098	1	5907	2689	2727	2967	2	219	8277	1880	3359	3005	5582	186	1071	3102	2837	4854	7597	339	819	2165	3491	1004	1485	1	1181	2764	2901	3561	2937	0	1	2628	535	2759	4537	929	3243	2755	1739	1926	2891	2438	4957	2360	3701	6502	32	859	5784	3106	608	1551	2614	3545	2349	6504	4220
"K00175 -  korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]"	123	953	2002	1675	1575	741	2076	184	400	1132	1831	1255	109	825	1204	1931	2318	1	3266	1457	1653	1726	0	104	4515	1108	1759	1681	3109	92	658	1904	1831	2780	4352	189	443	1173	1824	614	920	1	740	1572	1531	2035	1639	0	1	1422	280	1642	2620	601	1810	1614	866	1103	1741	1381	2843	1190	2007	3553	20	490	3149	1725	438	858	1430	1983	1248	3582	2532
"K00176 -  korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]"	13	143	217	152	133	111	200	17	49	74	174	131	7	100	103	151	238	0	281	126	183	203	0	14	346	134	176	193	307	14	62	138	166	316	392	23	56	103	147	76	102	0	67	174	158	213	217	0	0	118	29	155	204	38	137	153	95	124	169	149	264	93	184	283	4	37	292	182	72	110	152	209	112	340	255
"K00177 -  korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]"	36	170	456	430	436	166	449	44	106	324	475	365	25	177	298	415	465	0	865	449	329	453	0	40	991	264	326	439	834	27	194	435	385	629	1040	68	146	294	423	212	227	1	162	485	385	471	590	0	0	353	51	535	601	118	443	397	295	225	447	331	770	372	571	750	2	136	516	385	156	246	343	519	307	927	725
"K00179 -  iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]"	71	338	1036	740	548	153	740	106	212	238	626	662	46	290	363	585	518	0	530	334	514	576	0	43	1015	487	818	563	1054	28	218	274	193	925	257	93	120	178	190	140	490	1	237	556	756	672	434	0	0	438	217	830	639	221	333	454	349	529	466	319	910	465	895	1073	5	134	330	936	467	191	324	648	791	1548	635
