#OTU ID	14748.MOUSE103.CAGE68.MSPF3XTG.S7	14748.MOUSE10.CAGE3.FSPF3XTG.S15	14748.MOUSE17.CAGE1.FSPF3XTG.S15	14748.MOUSE13.CAGE6.FSPFB6.S15	14748.MOUSE14.CAGE6.FSPFB6.S15	14748.MOUSE9.CAGE3.FSPF3XTG.S15	14748.MOUSE33.CAGE12.FSPF3XTG.S15	14748.MOUSE50.CAGE50.FSPF3XTG.S7	14748.MOUSE56.CAGE53.FSPF3XTG.S7	14748.MOUSE53.CAGE50.FSPF3XTG.S7	14748.MOUSE58.CAGE53.FSPF3XTG.S7	14748.MOUSE51.CAGE50.FSPF3XTG.S7	14748.MOUSE59.CAGE54.FSPFB6.S7	14748.MOUSE60.CAGE54.FSPFB6.S7	14748.MOUSE89.CAGE22.FSPF3XTG.S12	14748.MOUSE87.CAGE21.FSPF3XTG.S12	14748.MOUSE11.CAGE6.FSPFB6.S15	14748.MOUSE18.CAGE1.FSPF3XTG.S15	14748.MOUSE54.CAGE50.FSPF3XTG.S7	14748.MOUSE116.CAGE62.FSPF3XTG.S7	14748.MOUSE105.CAGE69.MSPF3XTG.S7	14748.MOUSE72.CAGE20.FSPF3XTG.S12	14748.MOUSE126.CAGE40.MSPF3XTG.S12	14748.MOUSE79.CAGE27.FSPFB6.S12	14748.MOUSE77.CAGE27.FSPFB6.S12	14748.MOUSE61.CAGE54.FSPFB6.S7	14748.MOUSE88.CAGE21.FSPF3XTG.S12	14748.MOUSE102.CAGE68.MSPF3XTG.S7	14748.MOUSE113.CAGE74.MSPFB6.S7	14748.MOUSE110.CAGE74.MSPFB6.S7	14748.MOUSE80.CAGE27.FSPFB6.S12	14748.MOUSE81.CAGE27.FSPFB6.S12	14748.MOUSE115.CAGE62.FSPF3XTG.S7	14748.MOUSE132.CAGE42.MSPF3XTG.S12	14748.MOUSE111.CAGE74.MSPFB6.S7	14748.MOUSE134.CAGE45.MSPFB6.S12	14748.MOUSE144.CAGE66.FSPFB6.S12	14748.MOUSE145.CAGE66.FSPFB6.S12	14748.MOUSE84.CAGE20.FSPF3XTG.S12	14748.MOUSE138.CAGE46.MSPFB6.S12	14748.MOUSE36.CAGE16.FSPFB6.S15	14748.MOUSE16.CAGE7.FSPFB6.S15	14748.MOUSE12.CAGE6.FSPFB6.S15	14748.MOUSE52.CAGE50.FSPF3XTG.S7	14748.MOUSE108.CAGE73.MSPFB6.S7	14748.MOUSE15.CAGE7.FSPFB6.S15	14748.MOUSE128.CAGE41.MSPF3XTG.S12	14748.MOUSE127.CAGE40.MSPF3XTG.S12	14748.MOUSE107.CAGE70.MSPF3XTG.S7	14748.MOUSE85.CAGE20.FSPF3XTG.S12	14748.MOUSE139.CAGE46.MSPFB6.S12	14748.MOUSE55.CAGE53.FSPF3XTG.S7	14748.MOUSE141.CAGE47.MSPFB6.S12	14748.MOUSE140.CAGE47.MSPFB6.S12	14748.MOUSE86.CAGE21.FSPF3XTG.S12	14748.MOUSE112.CAGE74.MSPFB6.S7	14748.MOUSE114.CAGE74.MSPFB6.S7	14748.MOUSE135.CAGE45.MSPFB6.S12	14748.MOUSE133.CAGE42.MSPF3XTG.S12	14748.MOUSE136.CAGE45.MSPFB6.S12	14748.MOUSE131.CAGE42.MSPF3XTG.S12
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria rhizophila_A_384525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas aurantiaca	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium_388775;s__Bifidobacterium adolescentis	1	0	0	12	10	0	0	0	8	5	90	0	0	8	0	5	0	0	7	2	6	5	16	2	9	1	1	11	9	4	11	25	3	50	208	0	2	7	0	24365	0	1	0	0	470	1	2147	1105	22	2	0	270	35	24	19	4	9	1	9	1	733
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A_859423;s__Porphyromonas_A_859423 gingivalis	5	9	15	9	21	13	3	4	10	16	4	14	4	7	11	17	20	12	14	28	5	19	20	14	20	10	13	23	6	12	8	7	27	9	5	15	10	11	3	36	5	9	19	8	22	17	5	11	24	16	54	75	15	20	21	7	8	17	22	6	42
d__Bacteria;p__Firmicutes_B_370520;c__Desulfotomaculia_370520;o__Desulfotomaculales_370520;f__Pelotomaculaceae_370520;g__Pelotomaculum_C_370520;s__Pelotomaculum thermopropionicum	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Macrococcus_B;s__Macrococcus_B caseolyticus	1	0	0	8	2	0	1	0	0	0	6	0	0	1	0	2	0	0	1	0	3	3	0	0	1	2	4	15	0	0	3	4	0	1	2	0	0	12	0	1	1	0	0	3	0	0	4	0	2	3	0	2	1	1	2	1	1	1	0	1	9
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Azobacteroidaceae;g__Azobacteroides;s__Azobacteroides pseudotrichonymphae_B	0	2	2	1	2	2	0	1	1	2	0	2	0	1	1	1	1	3	2	2	1	0	2	1	1	1	2	2	0	1	1	1	2	2	0	1	1	1	0	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	6	0	0	0	2	1	6
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Solidesulfovibrio;s__Solidesulfovibrio magneticus_C_445821	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0	1
d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae_445459;g__Deferribacter;s__Deferribacter desulfuricans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia sp001808955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	5	0	20	8	0	0	0	10	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_H;s__Bacteroides_H thetaiotaomicron	286	15118	1044	2321	3982	2747	31617	313	1792	7080	2034	2300	7077	21184	304	308	1882	1972	3215	6257	642	438	2689	14016	3455	30018	750	236	1745	2007	1696	979	2421	2495	1493	3138	10272	11557	310	4972	4012	1704	4093	828	4137	3583	551	186	137	3628	31646	17123	1252	29659	9260	2139	2834	680	2502	272	1418
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Bacillales_D_310495;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus iheyensis	0	0	0	4	1	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	2	5	0	0	1	1	0	0	1	0	0	7	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A_504705;f__Xanthobacteraceae_503485;g__Bradyrhizobium;s__Bradyrhizobium diazoefficiens	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592524;f__Burkholderiaceae_A_580492;g__Burkholderia;s__Burkholderia mallei	2	1	0	0	0	1	3	0	0	0	1	0	0	0	2	4	0	0	1	0	3	1	3	1	0	0	4	6	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	1	3	2	0	2	0	0	0	0	0	0	2	0	9
d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales_778124;f__Parachlamydiaceae;g__Protochlamydia;s__Protochlamydia amoebophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Bacillales_B_306089;f__Bacillaceae_H_294103;g__Bacillus_P_294101;s__Bacillus_P_294101 licheniformis	2	0	1	2	0	2	2	2	1	0	1	0	0	0	0	2	0	0	4	0	2	0	0	0	0	0	5	5	0	0	0	1	0	2	2	0	0	2	0	0	2	0	0	6	0	0	2	2	2	2	0	1	0	0	4	2	1	0	1	0	8
d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides mccartyi_A	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus	374	5	6	35	37	13	32	56	31	39	1687	2	30	125	124	57	1	5	250	0	1370	219	47	32	67	535	259	346	214	62	324	3190	10	89	777	0	54	163	66	9	15	3	2	214	28	5	892	5	269	804	1	472	56	32	28	213	49	14	36	143	267
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866;f__Enterobacteriaceae_A;g__Escherichia_710834;s__Escherichia marmotae	63	49	1	1	0	3	16421	4	13	4	53	5	0	0	0	8	0	35	5	1	20	0	83	0	0	1	3	480	1	0	0	1	0	962	1	0	0	0	9	3243	0	0	0	2	70	0	382	252	73	52	0	265	0	0	25	0	0	0	163	0	8255
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales_650611;f__Pseudomonadaceae;g__Pseudomonas_E_647464;s__Pseudomonas_E_647464 syringae_M	0	0	0	10	0	0	0	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597432;f__Rhodocyclaceae;g__Azonexus_595679;s__Azonexus aromaticus_A	1	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	8	0	0	0	0	0	0	1	0	4
d__Archaea;p__Methanobacteriota_A_1229;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Oleidesulfovibrio;s__Oleidesulfovibrio alaskensis	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus denitrificans_B_558626	3	1	1	0	0	1	0	1	0	0	2	0	0	0	3	2	0	1	1	0	2	3	2	2	1	0	6	6	0	0	0	0	1	3	0	0	1	1	1	1	0	0	0	0	0	0	1	1	5	1	0	1	0	1	1	0	0	0	2	0	9
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola_A_858004;s__Phocaeicola_A_858004 vulgatus	80	1680	170	154	360	609	1817	214	553	1559	2544	820	51	81	205	163	370	758	1292	889	106	148	772	59	72	105	378	262	79	95	27	25	849	1067	76	278	69	78	177	1685	19	370	893	298	94	514	509	155	87	322	146	8831	65	102	1335	58	112	100	289	29	1232
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides_B_862066;s__Parabacteroides_B_862066 distasonis	1089	22676	2019	138	218	4079	2793	155	285	1387	1138	23226	30	71	863	1665	139	12742	1721	28750	2500	1830	9368	58	67	67	1947	1276	71	107	68	56	9459	110	83	107	46	59	1153	1752	28	109	235	1483	142	199	856	230	1443	3621	219	4816	116	92	34088	55	46	80	2781	33	425
d__Bacteria;p__Firmicutes_B_370535;c__Z-2901;o__Carboxydothermales;f__Carboxydothermaceae;g__Carboxydothermus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas denitrificans	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__Clostridium_P;s__Clostridium_P perfringens	2	0	0	0	0	0	0	0	0	0	1	0	0	4	1	6	0	1	1	0	1	15	0	0	0	15	21	59	0	0	0	3	0	0	0	0	0	0	0	25	0	0	0	0	2	0	2	0	0	1	0	3	0	0	34	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium_485350;s__Novosphingobium aromaticivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum hungatei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592522;f__Burkholderiaceae_A_592522;g__Rhodoferax_A_585629;s__Rhodoferax_A_585629 ferrireducens	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592524;f__Burkholderiaceae_A_574934;g__Herminiimonas_567463;s__Herminiimonas sp000013625	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592524;f__Burkholderiaceae_A_580492;g__Paraburkholderia_580243;s__Paraburkholderia xenovorans	1	0	0	0	0	0	0	0	0	0	19	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	27	0	0	0	0	0	0	0	0	3
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441;f__Methylophilaceae;g__Methylobacillus;s__Methylobacillus flagellatus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866;f__Shewanellaceae_666538;g__Shewanella;s__Shewanella denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592522;f__Burkholderiaceae_A_592522;g__Polaromonas;s__Polaromonas sp000013865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis alaskensis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter butzleri	0	0	0	0	0	0	0	0	69	4	393	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	5	0	0	0	0	793	0	0	0	0	0	0	1	0	0
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__Clostridium_H;s__Clostridium_H novyi	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__Cytophaga hutchinsonii	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H	4	0	0	0	1	0	1	1	0	2	6	0	0	0	1	0	0	0	3	0	14	1	1	0	0	1	2	3	1	0	1	5	0	1	4	0	0	0	1	7	0	0	0	3	1	0	10	1	3	5	0	7	0	0	0	1	0	0	0	1	3
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia canadensis	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Oenococcus;s__Oenococcus oeni	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	13
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri_329736	22580	257	53	1245	2397	990	1105	2805	406	1476	24847	102	454	1845	6584	2763	53	285	13560	0	46721	11538	2845	629	1163	8044	13767	14785	3797	694	6267	53497	290	2291	18778	54	1010	2260	4087	274	271	50	112	12166	853	55	54195	387	15002	53897	31	5090	925	446	1552	3451	775	549	1806	6929	13341
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc_B;s__	3	0	0	3	0	1	2	3	0	0	8	0	0	0	0	2	0	0	5	0	14	2	0	0	0	3	4	7	1	0	1	6	0	3	3	0	0	0	0	0	0	0	0	9	0	0	12	0	3	7	0	4	0	0	3	1	0	0	0	3	10
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	6	3	5	5	1	7	10	10	0	1	10	0	0	1	2	10	0	0	20	0	18	5	4	0	0	4	25	22	2	0	2	4	2	10	6	0	0	1	2	0	6	1	0	29	1	0	14	4	5	15	0	7	1	2	14	4	4	1	4	2	37
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus pentosaceus	12	3	5	10	3	6	11	13	1	1	23	0	0	3	3	11	0	0	26	0	51	10	5	0	1	9	36	34	3	2	4	12	1	14	12	0	0	3	3	91	8	0	0	35	5	1	39	5	10	27	0	18	1	2	16	7	5	1	5	3	43
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	7	3	3	5	0	8	16	18	0	0	22	0	0	0	3	8	0	0	35	0	39	6	3	0	0	11	36	33	3	0	0	10	2	21	10	0	0	0	4	1	9	0	0	33	3	0	26	4	8	23	0	23	0	2	18	3	2	0	7	2	43
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866;f__Shewanellaceae_666538;g__Shewanella;s__Shewanella frigidimarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Halorhodospiraceae_608158;g__Alkalilimnicola_608111;s__Alkalilimnicola ehrlichii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas hydrophila	0	0	0	0	0	0	0	0	54	3	284	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	648	0	0	1	0	0	0	0	0	3
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Paenarthrobacter;s__Paenarthrobacter aurescens_A_385477	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Desulfobacterota_I;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter_452395;s__Syntrophobacter fumaroxidans	2	0	2	0	0	8	0	0	0	9	0	2	0	0	4	0	0	41	5	0	27	0	6	0	0	0	3	7	0	0	0	0	2	61	0	0	0	0	4	0	0	8	0	2	0	10	1	12	1	18	0	0	0	0	27	0	0	0	25	0	79
d__Bacteria;p__Desulfobacterota_G_459546;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__Pseudopelobacter;s__Pseudopelobacter propionicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592522;f__Burkholderiaceae_A_592522;g__Polaromonas;s__Polaromonas naphthalenivorans	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592522;f__Burkholderiaceae_A_592522;g__Acidovorax_A;s__Acidovorax_A eiseniae	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Halorhodospiraceae_608158;g__Halorhodospira;s__Halorhodospira halophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
